"R0000100","R0357900","R0536300","R0536401","R0536402","R1200300","R1205300","R1235800","R1482600","R2189100","R2200500","R2558800","R2563600","R3508200","R3511100","R3520100","R3880300","R3885200","R4909200","R4918000","R5459400","R5464400","R6536400","R6545000","R7222400","R7228100","S0924000","S0932900","S1535500","S1542000","S2005400","S2011800","S2990300","S2995900","S3805700","S4682600","S4685500","S4691000","S5405600","S6318100","S6321000","S6326800","S7506100","S8334600","S8339100","T0009400","T0741400","T0745900","T2012100","T2784900","T2789700","T3602100","T4496600","T4501300","T5202300","T6145500","T6150200","T6652100","T7640000","T7644700","T8123700","T9044600","Z9050500","Z9050600","Z9050700"
2328,0,1,2,1982,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,4,0,-4,4,0,-4,4,0,-4,4,0,-4,4,0,-4,4,0,-4,4,-4,3,10,10
2329,0,1,9,1981,1,1,1,4,-4,-4,1,1,-5,-5,-5,-5,-5,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,3,-4,0,-4,3,0,-4,1,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,-5,-5,4,8,8
2330,0,1,9,1984,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,3,0,-4,3,0,-4,1,0,-4,4,0,-4,4,-4,6,12,12
2331,0,1,9,1982,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,4,0,-4,4,0,-4,4,0,-4,4,0,-4,4,0,-4,4,0,-4,4,-4,3,10,12
2332,0,2,12,1984,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,4,6,6
2333,0,1,9,1981,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,3,3
2334,1,2,2,1981,1,1,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,2,4,2,4,0,-4,-5,-5,-5,-5,2,-4,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,-5,-5,4,5,5
2335,0,2,7,1984,1,1,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,2,4,2,4,0,-4,2,-4,0,-4,2,-4,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,-4,3,5,5
2336,0,2,2,1983,1,2,1,4,-4,-4,1,2,-4,0,-4,1,2,0,-4,1,2,0,-4,1,2,0,-4,1,2,1,2,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,3,-4,7,8,9
2337,1,2,2,1982,1,1,1,4,-4,-4,1,1,-4,1,-4,1,1,0,-4,4,10,1,-4,1,10,1,-4,1,10,1,10,0,-4,1,-4,0,-4,1,-4,1,-4,1,1,-4,1,0,-4,1,1,-4,1,0,-4,1,1,-4,1,1,-4,1,-4,9,4,4
2338,0,1,6,1984,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,8,10
2339,0,2,4,1980,1,4,1,4,-5,-5,-5,-5,-4,-4,-4,1,10,0,-4,1,10,0,-4,1,10,0,-4,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,1,1
2340,0,2,8,1982,1,4,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,4,-5,-5,-5,-5,0,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,0,-4,-5,-5,-5,1,0,-4,1,0,-4,1,0,-4,1,0,-4,-5,-5,-5,1,-4,1,3,3
2341,0,1,8,1984,1,4,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,0,-4,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,3,1,2
2342,0,1,3,1981,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,1,2,1,1,1,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,2,8,8
2343,0,2,5,1983,1,4,1,4,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,3,0,-4,1,2,1,2,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,-5,-5,-5,1,0,-4,-5,-5,-5,-5,-5,7,3,3
2344,0,2,4,1984,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,-5,-5,-5,-5,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,-5,-5,-5,1,0,-4,-5,-5,-5,1,0,-4,1,-4,3,4,5
2345,0,2,9,1981,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,6,11,11
2346,1,1,5,1981,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,2,10,0,-4,2,-4,0,-4,2,-4,0,-4,2,0,-4,2,0,-4,2,0,-4,2,1,-4,2,0,-4,2,0,-4,2,-4,4,5,5
2347,0,2,3,1984,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,1,-4,1,1,1,-4,1,1,1,1,0,-4,1,-4,1,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,7,9,9
2348,1,2,6,1983,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,-5,-5,-5,1,0,-4,1,-4,3,9,9
2349,0,1,4,1980,1,1,1,4,-4,-4,1,1,-4,0,-4,1,5,0,-4,1,5,0,-4,1,5,0,-4,1,5,1,5,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,6,1,2
2350,0,1,3,1982,1,1,1,4,-4,-4,1,1,-4,0,-4,1,5,0,-4,1,5,0,-4,3,10,0,-4,3,10,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,4,4
2351,0,2,12,1984,1,1,1,4,-4,-4,1,1,-4,0,-4,1,5,0,-4,1,5,0,-4,1,5,0,-4,1,5,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,6,6
2352,1,1,5,1980,1,4,1,4,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,6,10,11
2353,1,2,11,1981,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,0,-4,1,-4,0,-4,1,0,-4,-5,-5,-5,-5,-5,-5,1,0,-4,1,0,-4,1,0,-4,-5,-5,10,8,8
2354,0,2,6,1980,1,2,1,2,-4,-4,1,10,-4,0,-4,1,10,0,-4,1,10,0,-4,1,10,0,-4,1,10,-5,-5,-5,-5,1,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2,2
2355,1,1,9,1981,1,3,1,2,-4,-4,1,3,-4,0,-4,1,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,0,-4,1,-4,0,-4,1,-1,-4,1,-1,-4,1,-1,-4,1,0,-4,1,0,-4,-5,-5,-5,1,-4,5,6,6
2356,0,2,7,1984,1,1,1,2,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,1,1,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,2,3,4,4
2357,0,1,2,1983,1,1,1,1,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,-5,-5,-5,-5,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,-4,1,-4,0,0,0
2358,0,1,7,1984,1,1,1,1,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,-5,-5,-5,-5,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,0,2,2
2359,0,2,2,1980,1,4,1,1,-4,-4,1,4,-5,-5,-5,-5,-5,-1,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,2,3
2360,0,1,5,1983,1,4,1,1,-4,-4,1,4,-4,0,-4,1,4,1,-4,1,4,0,-4,1,4,0,-4,1,10,1,4,-1,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,1,3,0,-4,3,-4,3,3,4
2361,1,1,5,1981,1,4,1,1,-4,-4,1,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,2,1,10,0,3,1,10,1,4,0,1,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,4,7
2362,0,1,5,1983,1,4,1,1,-4,1,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,4,1,-4,0,-4,3,-1,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,4,-3,-3
2363,1,1,6,1980,1,1,1,1,-4,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,0,0
2364,0,2,8,1983,1,1,1,1,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,5,1,5,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,5,5
2365,0,1,4,1984,1,1,1,4,-4,-4,1,1,-4,-4,-4,1,1,-4,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,2,10,10
2366,1,2,12,1981,1,1,1,2,-4,-4,3,1,-4,0,-4,3,1,0,1,3,1,0,-4,3,1,0,-4,3,10,3,10,0,-4,3,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,3,0,-4,3,0,-4,3,0,-4,1,0,-4,1,0,-4,1,-4,4,7,7
2367,1,1,7,1980,1,2,1,4,-4,1,1,2,-4,-1,-4,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,0
2368,1,2,6,1982,1,2,1,4,-4,-4,1,2,-4,-1,-4,1,2,0,-4,1,10,0,-4,1,10,0,-4,1,2,1,2,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,6,6,6
2369,1,1,10,1983,1,4,1,4,-5,-5,-5,-5,-4,-4,-4,1,8,0,-4,1,10,-5,-5,-5,-5,0,-4,1,10,1,10,0,-4,1,-4,0,-4,-5,-5,-5,-5,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,-4,1,0,-4,-5,-5,2,8,8
2370,1,1,5,1981,1,5,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,9,1,10,0,-4,1,10,0,-4,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,8,6,6
2371,0,1,7,1982,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,-3,-3
2372,1,1,7,1981,1,4,1,4,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,2,0,-4,1,2,1,2,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6,3,3
2373,0,1,3,1981,1,4,1,4,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,4,0,-4,3,-4,3,7,7
2374,1,1,9,1982,1,4,1,4,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,5,3,3
2375,0,1,6,1984,1,4,1,4,-4,-4,1,4,-4,0,-4,1,4,1,-4,1,4,1,-4,1,4,0,1,1,4,1,4,1,-4,1,-4,1,2,1,-4,0,1,1,1,-4,1,0,1,1,0,1,1,0,-4,1,1,-4,1,1,-4,1,4,7,8,8
2376,0,1,2,1980,1,6,1,4,-4,-4,1,6,-4,0,-4,1,6,0,-4,1,6,0,-4,1,6,0,-4,2,10,2,10,0,-4,2,-4,0,-4,2,-4,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,-4,3,5,5
2377,0,1,7,1983,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,3,3
2378,1,2,7,1980,1,4,1,4,-4,-4,1,4,-4,0,-4,1,2,0,-4,1,2,0,-4,1,2,0,-4,1,2,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,-5,-5,-5,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,5,12,12
2379,1,1,2,1983,1,4,1,4,-4,-4,1,4,-4,0,-4,1,2,0,-4,1,2,0,-4,1,2,0,-4,1,2,1,2,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,3,3
2380,0,2,9,1984,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,10,2,10,0,-4,4,-4,0,-4,4,-4,0,-4,4,0,-4,4,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,-4,9,4,8
2381,0,1,11,1984,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,5,4,4
2382,0,1,11,1981,1,1,1,2,-4,-4,1,1,-4,1,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,5,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,-5,-5,3,5,5
2383,0,1,2,1981,1,1,1,1,-4,1,1,1,-4,0,-4,1,10,0,-4,1,10,0,-4,1,1,0,-4,1,1,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,2,7,7
2384,0,1,6,1981,1,1,1,4,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,2,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,-5,-5,-5,-5,-5,-5,1,0,-4,1,0,-4,-5,-5,2,3,3
2385,0,1,2,1983,1,1,1,4,-4,-4,1,4,-4,-1,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,-5,-5,3,5,5
2386,1,2,8,1980,1,2,1,4,-4,-4,1,2,-4,0,-4,1,2,1,-4,1,2,1,-4,1,2,0,-4,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,4,0,-4,4,0,-4,4,0,-4,4,0,-4,4,0,-4,4,0,-4,4,-4,4,8,8
2387,1,1,12,1981,1,3,1,4,-4,1,1,3,-4,1,1,1,2,0,-4,1,2,0,-4,1,2,0,-2,4,2,1,2,0,-4,1,-4,1,-4,1,-4,1,-4,1,1,-4,3,1,-4,1,1,-4,1,0,-4,1,0,-4,1,1,-4,1,1,7,9,9
2388,1,1,5,1982,1,2,1,4,-4,-4,1,2,-4,1,1,1,2,1,1,1,2,1,-4,1,2,1,-4,1,2,1,2,1,-4,1,-4,1,-4,1,-4,0,-4,1,0,-4,1,0,1,1,1,-4,1,1,-4,1,0,-4,1,1,-4,1,-4,5,2,2
2389,1,1,7,1981,1,1,1,1,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,10,0,-4,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,1,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,4,13,13
2390,0,2,7,1982,1,1,1,1,-4,-4,1,1,-4,0,-4,1,1,1,-4,1,1,0,-4,1,10,0,-4,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,6,8,8
2391,0,2,6,1983,1,1,1,1,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,1,-4,1,0,-4,1,0,-4,1,-4,3,2,2
2392,0,2,4,1981,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,1,0,-4,1,-4,3,7,7
2393,1,1,5,1983,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,1,1,1,0,-4,1,1,0,-4,1,1,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,5,5,5
2394,0,1,10,1982,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,5,5
2395,0,1,11,1984,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,4,0,-4,3,0,-4,3,-4,4,9,9
2396,1,2,12,1980,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,9,9
2397,0,1,2,1981,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,3,1,0,-4,1,1,0,-4,1,1,1,10,0,-4,1,-4,0,-4,2,-4,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,1,0,-4,1,0,-4,1,-4,7,12,13
2398,0,1,9,1982,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,2,-4,5,9,9
2399,1,2,7,1982,1,1,1,4,-4,-4,1,1,-4,1,-4,1,1,0,-4,1,1,0,-4,1,4,0,-4,1,10,1,10,1,1,1,-4,0,-4,1,-4,1,-4,1,0,-4,1,0,-4,1,0,-4,1,1,-4,1,1,-4,1,0,-4,1,-4,3,9,9
2400,1,2,7,1982,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,1,-4,1,4,0,1,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,-5,-5,8,14,14
2401,1,2,7,1982,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,4,0,-4,3,4,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,4,0,-4,2,-4,5,6,7
2402,0,1,12,1982,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,7,7
2403,1,2,7,1980,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,5,14,15
2404,0,1,12,1984,1,1,1,4,-4,-4,1,1,-4,1,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,9,3,3
2405,1,2,5,1981,1,1,1,4,-4,-4,1,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,-4,3,1,3,10,0,-4,3,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,0,-4,3,0,-4,-5,-5,4,4,4
2406,0,2,3,1984,1,1,1,4,-4,-4,1,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,-4,3,1,3,1,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,4,4
2407,1,1,9,1980,1,1,1,4,-4,-4,3,1,-4,0,-4,3,1,1,-4,3,1,0,1,3,5,0,-4,3,5,3,10,0,-4,-5,-5,-5,-5,3,-4,-1,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,4,3,3
2408,1,1,12,1982,1,1,1,4,-4,-4,3,4,-4,0,-4,3,1,0,1,3,1,0,-4,1,4,0,-4,1,4,1,4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,10,3,3
2409,0,1,8,1981,1,2,1,4,-4,-4,1,2,-4,0,-4,1,2,0,-4,1,2,0,-4,1,2,0,1,1,2,1,10,0,-4,1,-4,0,1,1,-4,0,-4,1,0,-4,1,0,-4,1,1,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,5,13,13
2410,0,1,11,1983,1,2,1,4,-4,-4,1,2,-4,0,-4,1,2,0,-4,1,2,0,-4,1,2,0,-4,1,2,1,2,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,6,4,4
2411,1,1,5,1982,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,6,0,4
2412,0,2,12,1980,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,4,4
2413,0,2,4,1984,1,4,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0,0
2414,0,1,1,1980,1,5,1,2,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,4,13,13
2415,1,2,8,1980,1,4,1,4,-4,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,5,2,2
